Genome	EHI00077	EHI00107	EHI00529	EHI00435	EHI00182	EHI00080	EHI00451	EHI00484	EHI00493	EHI00512	EHI00538	EHI00176	EHI00524	EHI00527	EHI00126	EHI00177	EHI00070	EHI00133	EHI00102	EHI00438	EHI00097	EHI00117	EHI00525	EHI00112	EHI00124	EHI00134	EHI00111	EHI00181	EHI00472	EHI00113	EHI00480	EHI00129	EHI00069	EHI00085	EHI00103	EHI00104	EHI00518	EHI00499	EHI00464	EHI00422	EHI00470	EHI00507	EHI00462	EHI00108	EHI00456	EHI00541	EHI00441	EHI00537	EHI00121	EHI00088	EHI00125	EHI00467	EHI00547	EHI00504	EHI00178	EHI00433	EHI00473	EHI00426	EHI00130	EHI00138	EHI00110	EHI00490	EHI00569	EHI00095	EHI00496	EHI00568	EHI00089	EHI00137	EHI00428	EHI00131	EHI00139	EHI00119	EHI00180	EHI00465	EHI00092	EHI00114	EHI00076	EHI00514	EHI00073	EHI00098	EHI00506	EHI00567	EHI00483	EHI00122	EHI00458	EHI00074	EHI00566	EHI00481	EHI00086	EHI00100	EHI00116	EHI00093	EHI00479	EHI00128	EHI00105	EHI00081	EHI00075	EHI00536	EHI00115	EHI00477	EHI00106	EHI00120	EHI00091	EHI00079	EHI00072	EHI00179	EHI00101	EHI00488	EHI00118
EHA01472_bin.102	0.000214287	0	0.7367787	0.00314257	0	3.949777e-05	0.6397122	0.000204299	0.408959	0.45834303	0.65448624	0.32449326	0.51832604	0.000108051	0.02866494	0.006334171	0.15096003	0	0.000256055	0.000204753	0.18779737	0.17980565	0.000716862	0.000612442	0.41506526	0.64303094	0.23391078	6.80996e-05	0.3093865	0.001055544	0.39885756	0.001742442	0.000156175	6.0835646e-05	0.42421058	0.000204299	0.029584283	0.13145266	0.6239417	0	0.8150474	0.6565174	0.000100333	7.2639574e-05	0.000200213	0.12567464	0.000174335	0.59521914	0.26482302	0.002496986	0.7830642	0.000834447	0.09132384	0.6885101	0.07253334	0.85213536	0.083600886	6.582962e-05	0.7226539	0.017417608	0	0.3858528	0.000579755	0	0.54343617	0.27745187	0.052868444	5.3571686e-05	0.42793292	0.013079664	0	6.7645604e-05	0.52155536	0.368368	0.054481044	0	0.80254793	0.0462074	0.085428685	0.49000707	0.002590509	0.42953733	0.00029419	0.03125908	0.076756425	0.095556	5.17557e-05	0.989041	0	0.00512109	0	0.000640136	6.80996e-05	0.117464095	0	0.03325122	0.50768983	0.2841424	0.006209322	0.6190504	0.000323246	0.30990222	0.7384721	0.19659357	0.10034794	0.000182961	0.25932872	0.78646237	0
EHA01472_bin.107	0.000612695	0.002312852	0.002632267	7.840177e-05	0	0.000922673	0.002589073	0.000917591	0.003414833	0.001205427	0.00182393	0.001885635	0.006932023	0.003196687	0.000369505	0.04050141	0.001275118	0	0.000203264	0.002076195	0.000803255	0.004401751	0.9779785	0.003930978	0.002255503	0.004635141	0.004167998	0.001564043	0.002099788	0.001167315	0.00485002	0.003765826	0.001522664	0	0.004036602	0.001088187	0.000483115	0.001712498	0.000887101	0.014779822	0.060977336	0.002303052	0.000896539	0.000417054	0.002525916	0.000712875	0.001546257	0.002260584	0.003023912	0.002421744	0.27794987	0.13117886	0.001558235	0.97560036	0.004939311	0.000860605	0.002573466	0.002134633	0.002426099	0.001245717	0	0.006064885	0.004161464	0.001208331	0.004155656	0.003471456	0.000211975	0	0.003236614	0.003605392	0.00319342	0.00104572	0.000782203	2.4319066e-05	0.003009394	0.007293905	0.001980008	0.000396727	0.001343719	0.133883	0.001213776	0.003193057	0.001870027	0.001923747	0.002061313	0.00240541	0.001829737	0.25873163	0.001320489	0.00068529	0.000214153	0.06980951	0.000155715	0.002660215	0.001552428	0.000218509	0.002422832	0.001706327	0.000467144	0.004828605	0.095427655	0.000981474	0.003122278	0.001004704	0.002678001	0.003542598	0.000979296	0.004131338	0.001651519
EHA01472_bin.11	0	0	3.1068732e-05	0	0	0	6.262291e-05	0	0	7.281734e-05	0	0	0	0	0	0	0	0	7.281734e-05	0.000145635	0	0	0.01308479	7.281734e-05	0	8.495356e-05	0	0	4.514675e-05	3.203963e-05	0.000190296	7.427368e-05	0.000133013	0	0	0	7.3302785e-05	0.000231559	5.388483e-05	0.7339371	0	7.281734e-05	0.000203403	0	7.281734e-05	0	0.9997408	0.000210199	7.281734e-05	0	0.000121362	0.000279133	0.000201947	0.000300493	0	0	0.000127673	0.00019515	0	0	0	7.281734e-05	9.02935e-05	0	4.5632198e-05	0.000316513	0	0	0	0	0	0	0	0	0.000185441	0	3.4466873e-05	0	0	0	0.000184956	0	0	0	0	0.000125731	0	0.000160684	0	0	0.000512634	0	6.0681115e-05	0	0	0	0	0	0	0	7.281734e-05	0	0	0	0	0	0	0	0
EHA01472_bin.112	0.028665543	0.040671375	0.060966108	0.00234208	0	0.06826387	0.09669199	0.10547296	0.23639776	0.1327318	0.061799493	0.030717932	0.054579485	0.20220894	0.014570358	0.0450566	0.13660137	0	0.003918339	0.027801884	0.012308908	0.09275804	0.5609379	0.06496157	0.3469341	0.25651053	0.2631728	0.089655235	0.19169204	0.048755676	0.11972654	0.050415114	0.17656906	0.09721688	0.06609325	0.051530544	0.0873616	0.023329973	0.21831858	0.24522589	0.04054262	0.05044762	0.12948717	0.04189898	0.045784175	0.0513798	0.26594767	0.062579334	0.08779279	0.020611834	0.15251534	0.24823181	0.2983346	0.84496796	0.24498527	0.06941117	0.06638135	0.16778044	0.17862496	0.24755204	5.417793e-05	0.28482994	0.27907148	0.08746549	0.2820567	0.066429794	0.003590085	0.000526801	0.017242286	0.19725962	0.11268468	0.18866955	0.03877897	0.008990987	0.044107847	0.18362717	0.38394275	0.050482996	0.056303937	0.093441315	0.05222689	0.4053717	0.020954112	0.4058182	0.041478306	0.23201348	0.2602185	0.264046	0.1282516	0.086136855	0.001442408	0.121971734	0.02209631	0.25155738	0.106507435	0.09233417	0.029432002	0.07446406	0.078698225	0.18436973	0.055105012	0.030736733	0.2914199	0.07806689	0.2858144	0.13543049	0.011578461	0.015260648	0.0704584
EHA01472_bin.115	0.016578268	0.01702586	0.016835839	0.000401192	4.7978843e-05	0.009257392	0.010341019	0.014566314	0.0139287	0.007175047	0.014905954	0.015772099	0.004632799	0.020232867	0.014613346	0.005894138	0.007058572	0.000192547	0.000912545	0.017082993	0.012277533	0.008087907	0.982721	0.009866597	0.016739566	0.9226152	0.017520485	0.005289036	0.011331214	0.018187454	0.01848164	0.0126399	0.011050285	0.005105012	0.016279032	0.00610373	0.013503835	0.00610152	0.016322276	0.016872771	0.019402076	0.01799901	0.01423646	0.004076939	0.013643037	0.01696715	0.98426485	0.013435654	0.016766712	0.020759057	0.012579926	0.014646489	0.016917594	0.012638638	0.011205586	0.007060781	0.013133577	0.006378661	0.92063665	0.006892855	0.000761349	0.026140578	0.012811299	0.01692359	0.02114194	0.01214212	0.02027769	0.005718005	0.007255537	0.014792004	0.014807787	0.021880561	0.004415632	0.009355875	0.002894829	0.016687168	0.01580524	0.0051088	0.009013078	0.670326	0.006580993	0.02268547	0.013167352	0.0080333	0.022343306	0.026503576	0.016380988	0.9729049	0.004807038	0.007612538	0.007006805	0.013197654	0.013551182	0.011111205	0.007886207	0.011208111	0.011864032	0.014383553	0.008411764	0.017297952	0.003547594	0.021349639	0.01766158	0.006666218	0.018943436	0.01566888	0.009378602	0.010314189	0.013856101
EHA01472_bin.119	0.012213971	0.01763299	0.021493034	0.002785613	0	0.01718802	0.050098546	0.018710336	0.19958824	0.012059579	0.014951033	0.41703862	0.017381009	0.02503143	0.009814339	0.714241	0.010084768	0.000321165	0.032814883	0.018322898	0.010570034	0.88154703	0.39945224	0.22167554	0.010621256	0.38470244	0.22750409	0.018388199	0.014456783	0.8650943	0.022280289	0.38513893	0.01308619	0.017094316	0.011751765	0.1550682	0.01763396	0.07284541	0.028113205	0.18766752	0.040908575	0.025507716	0.018518316	0.003328898	0.7936049	0.018342076	0.9766994	0.3394532	0.011973401	0.27747253	0.84573	0.44164476	0.02046254	0.81630296	0.08276462	0.012879605	0.015699204	0.5390599	0.24792099	0.012316171	0.000464633	0.02168724	0.02463307	0.026098581	0.04163247	0.38923275	0.008287896	0.011740356	0.5466654	0.016091252	0.011328158	0.016173061	0.01810102	0.006334204	0.010586057	0.017463546	0.020416416	0.7051972	0.032699574	0.30697548	0.023131145	0.018083056	0.01837242	0.02301705	0.015590449	0.020470552	0.022619175	0.88032085	0.017526906	0.02158261	0.015072895	0.5347612	0.017514767	0.07144471	0.45605785	0.013103425	0.011065012	0.02116216	0.8156228	0.020353058	0.4399178	0.016698625	0.016386686	0.010866438	0.01742956	0.45667905	0.6924128	0.10166697	0.017125875
EHA01472_bin.123	0.679176	0.008445971	0.87425286	0.00059208	3.310316e-05	0.6515126	0.9288451	0.018898793	0.8871658	0.6896792	0.90333813	0.012663403	0.9108041	0.82334733	0.30538863	0.015096596	0.84648156	0.001054191	0.013453435	0.901371	0.018290274	0.017197868	0.012417239	0.73009837	0.015312988	0.89401877	0.4608813	0.010351514	0.90712786	0.9172372	0.017023245	0.017301178	0.8816071	0.003582028	0.004831728	0.010507031	0.9367354	0.01125463	0.9128536	0.003551369	0.9311003	0.87708044	0.008323334	0.017138105	0.013909325	0.015151916	0.006959661	0.004927705	0.6884755	0.012197292	0.009481723	0.8800957	0.65039486	0.005875033	0.6768105	0.7799529	0.77633727	0.87915593	0.011204864	0.019038316	1.9773028e-05	0.013872667	0.8983282	0.010309968	0.02169501	0.006729494	0.009773652	0.64244944	0.83001375	0.016501147	0.7581379	0.89175576	0.90520746	0.2758602	0.18098009	0.012697172	0.015272776	0.88113123	0.63527095	0.019379122	0.024765162	0.90046304	0.9179921	0.007113624	0.9061223	0.9041595	0.90270823	0.99922574	0.011958905	0.8984397	0.018220067	0.8555807	0.91223997	0.89293617	0.013604065	0.012289937	0.78314143	0.026318345	0.014190147	0.015706893	0.0048104	0.88703805	0.76823276	0.0098523	0.8684005	0.046172243	0.004240537	0.70625854	0.849044
EHA01472_bin.124	0.11692465	0.006179114	0.003009491	0.001868315	0	0.16290444	0.022762159	0.25973403	0.04770542	0.0822937	0.08992957	0.036278076	0.17770329	0.19955076	0.066635616	0.026948342	0.14962965	0	0.000325561	0.08869587	0.01846974	0.015597638	0.822116	0.018118944	0.13867866	0.07208448	0.08615992	0.02170572	0.21221991	0.002289207	0.07096729	0.061039083	0.15511745	0.002576137	0.09528373	0.017506452	0.015351209	0.001502876	0.005781276	0.083379105	0.050250713	0.08358503	0.007128693	0.010628239	0.03593943	0.056743238	0.6771031	0.12449324	0.031486254	0.002331888	0.017733878	0.088548824	0.20426439	0.5578609	0.016615445	0.001420629	0.12407764	0.06316473	0.008217842	0.005730183	3.6138816e-05	0.15311144	0.18434379	0.06231952	0.04428438	0.003563724	0.005662579	0.000601898	0.15298246	0.0427463	0.030812703	0.08246909	0.033258304	0.001102234	0.007865801	0.02257835	0.15437661	0.014571109	0.08884915	0.055372454	0.15053841	0.007033673	0.08400094	0.22738762	0.18466312	0.25098625	0.25439298	0.10188	0.06344979	0.056880005	0.00162282	0.051516194	0.041890807	0.043789342	0.061438482	0.002543737	0.063157566	0.07478492	0.003377422	0.029288953	0.004199268	0.003940066	0.029859073	0.002397001	0.041233145	0.011324534	0.018190287	0.004317654	0.25768346
EHA01472_bin.126	0.016063962	0.040887434	0.03430535	0.001619455	0	0.022185115	0.034047786	0.023564298	0.025051616	0.018119058	0.024984257	0.01970651	0.023935419	0.026283177	0.013346117	0.0393836	0.01932997	0.003508088	0.00811276	0.020649279	0.018969433	0.03145769	0.018350298	0.03521973	0.018925043	0.18964271	0.020452105	0.022050397	0.022833414	0.033555884	0.058660664	0.022890192	0.024083814	0.017894527	0.010043719	0.031936947	0.027354468	0.022913162	0.025956446	0.99644053	0.03407411	0.057702154	0.028173357	0.01483008	0.04941132	0.022118531	0.024821667	0.031406075	0.017019892	0.029113287	0.7650324	0.030609896	0.02917626	0.017815297	0.022798574	0.028991474	0.020135699	0.035722986	0.028582158	0.023216922	0.000426865	0.046421714	0.026237495	0.016292622	0.049563326	0.038523935	0.013875698	0.03148479	0.027381567	0.018605024	0.019144153	0.021186344	0.01215585	0.014592904	0.00940755	0.018607603	0.029652933	0.023355769	0.025944574	0.031167608	0.033802353	0.022611465	0.026570937	0.025841601	0.048091237	0.024617525	0.04741868	0.06806512	0.020699862	0.026472349	0.014044483	0.029743003	0.020413136	0.03317986	0.027669584	0.014792142	0.019976463	0.032422137	0.01774355	0.042787425	0.56494546	0.023373576	0.022497136	0.02514375	0.02878062	0.026523449	0.026020966	0.04677838	0.018170157
EHA01472_bin.13	0.002481662	0.004436649	0.004674752	0.000877174	0	0.003397849	0.009953897	0.014337909	0.003541516	0.002094319	0.010188594	0.012917029	0.005514461	0.003491976	0.00313188	0.6753128	0.004214336	0	0.83922017	0.05217157	0.001574764	0.003692305	0.19725578	0.0050172	0.002592509	0.006460063	0.009603089	0.001562689	0.008633336	0.003563809	0.01699451	0.002405804	0.002422524	0.001743821	0.004000074	0.003286693	0.002954154	0.006093155	0.005287504	0.98294884	0.010905071	0.007279956	0.010113664	0.001005979	0.004313108	0.004827708	0.97504526	0.008822518	0.002295886	0.003134047	0.15758818	0.005328375	0.004276262	0.012470547	0.00465153	0.003549876	0.00308172	0.012373324	0.008054643	0.003434695	4.6753714e-05	0.014974193	0.00555719	0.002962823	0.005904282	0.011394592	0.011586871	0.002816989	0.003678372	0.003457608	0.002999978	0.003557307	0.00197666	0.004772285	0.000769733	0.00326409	0.004025154	0.002768377	0.008735204	0.006874344	0.003025677	0.008957516	0.003880249	0.004559881	0.011108187	0.012909289	0.00612133	0.79062015	0.002771474	0.003001527	0.002519747	0.79207385	0.005561834	0.004872604	0.007657082	0.002033013	0.003759494	0.004450272	0.001227362	0.01191074	0.11683722	0.007800129	0.0052745	0.002773641	0.008900235	0.00521629	0.003417046	0.7826364	0.002687564
EHA01472_bin.130	0.13960795	0.11134379	0.21549134	0.015372262	0	0.07191611	0.15516758	0.32451323	0.20975497	0.117891505	0.13746785	0.09664243	0.1354368	0.21297523	0.053542357	0.12159621	0.061177682	0.004016384	0.015267852	0.43399972	0.2584777	0.34166762	0.27483997	0.16601166	0.05357747	0.08302432	0.09670706	0.16224326	0.07959805	0.35449114	0.15785709	0.29608718	0.12326118	0.34368438	0.078993335	0.1291147	0.41423506	0.057081748	0.3105468	0.1649079	0.14524083	0.14551087	0.24018534	0.031178014	0.2424628	0.17127414	0.8478078	0.094351925	0.060853884	0.26712045	0.12637952	0.33030522	0.18452619	0.36335143	0.09429568	0.08004117	0.19370219	0.15970913	0.065406926	0.22617134	0.002418842	0.14102246	0.3226584	0.18373348	0.50648355	0.26279736	0.077106796	0.052390423	0.1842232	0.08375923	0.06405581	0.104841135	0.25569433	0.038383577	0.019530656	0.17686817	0.25623223	0.49760243	0.09729748	0.15648296	0.42458817	0.1664091	0.45495823	0.29157734	0.22646002	0.2756159	0.34782535	0.33526224	0.08640399	0.35239145	0.04578553	0.35381186	0.46827957	0.11456529	0.06844757	0.061667416	0.1165581	0.10506518	0.3625171	0.123340115	0.062438376	0.2181016	0.089174904	0.047467597	0.12615827	0.057298336	0.062437445	0.52784824	0.15299082
EHA01472_bin.16	0.00103367	0.010199904	0.8826273	0.00021833	0.000506417	0.00486758	0.000446625	0.004966327	0.006298048	0.007054503	0.004039557	0.28416502	0.8991515	0.004755244	0.000596104	0.001292767	0.008718702	0.000529065	0.11131565	0.8442429	0.001032764	0.000462026	0.001138758	0.005356784	0.004885698	0.004494335	0.004873921	0.00200936	0.004379282	0.021185251	0.003813979	0.003492373	0.018033508	0.000555337	0.000344255	0.000833459	0.000743771	0.004984445	0.005283403	0.002300165	0.009264074	0.003568471	0.00100921	0.000260003	0.000947606	0.000536313	0.000924052	0.007145096	0.013625237	0.004832248	0.009220589	0.001174996	0.004224367	0.99999183	0.5576246	0.8961411	0.000343349	0.014838282	0.001285519	0.15855917	0.000749207	0.89920133	0.000427601	0.000612411	0.008186013	0.013638826	0.00208727	0.000262721	0.004622978	0.002675221	0.000770043	0.003023099	0.003405403	0.001254718	0.002205042	0.003863806	0.8531174	0.006564393	0.005585079	0.004497959	0.00853208	0.006866069	0.002016608	0.001508379	0.006428503	0.5119085	0.9082625	0.000565302	0.018675815	0.000530877	0.007921481	0.57462263	0.000396799	0.006621467	0.005046954	0.8294227	0.54524773	0.000657708	0.018231003	0.89608943	0.005528911	0.000570738	0.003264984	0.000304394	0.45584935	0.58749866	0.000421259	0.001042729	0.00294066
EHA01472_bin.17	0.000177735	0	0	0	0	0	0.000442881	0	0.000191333	0.000144713	0.000632271	0	0.000122375	9.323819e-05	0.000142771	0	0.000128203	0	0	0	0	0.000226297	0.000202016	0	0	0.5743152	0	0	0	0.0881839	0	0	0.000145685	0.000373924	0.001084865	0	0	0	0.000326334	8.935326e-05	0.000164138	0.000387521	0	0	0.000174822	0	0.000384608	0.000137915	0	0.039590295	0.11835034	0.0002127	7.381357e-05	0.000145685	0	0	0	9.8094344e-05	0.000139857	0.000136944	0	0	0.000301082	0.001185873	0.000255434	0	0	0	0.00023698	0	0	0	0	0	0	0	0	0	0	0.001302421	0	0.000145685	0	0	0	0.000287484	0	0.9968639	0	0	0	0.018718539	8.5468346e-05	0	0.051719032	0.000140829	0.000145685	0	9.9065575e-05	0	0.000145685	0	0	0	0	0.000145685	0.071349554	0.000146656	0
EHA01472_bin.18	0.000147049	0.012030749	0.007757008	0	0	0.000258168	0.0019143	0.000843037	0.08680623	5.9884263e-05	0.23029625	0.001165082	0.34351078	0.016744971	0	7.91803e-05	0	0	0	6.454193e-05	0.1117447	0.2509743	0.88946563	0.17072605	0	0.20709176	0.06700051	0	0	0.34986782	8.450335e-05	0.20450608	0	0.000240868	0	0.000213587	0.0429796	0	0.000143057	0	0.3509797	0.000369286	7.319188e-05	0.08125829	0.000404551	8.916102e-05	0	0.3302564	0.039534926	0.1998278	0.3172176	0.26803932	0.00019163	0.000155034	0.05743766	0.000129749	0.000214253	0.07169477	0.113871925	8.716487e-05	0	9.9807105e-05	4.1253603e-05	0	0	0.34839666	0.06430505	0	0.000831061	0	0	0.000664715	0	0	0.002962275	6.9864975e-05	9.9807105e-05	0.000176326	0.000383925	0.000118438	0.31308824	6.9864975e-05	0.003254377	0	0.09425118	0.27122182	0.000232218	0.41700208	0	5.0568935e-05	0	0.21920702	0.25759816	0.23667859	4.3915126e-05	0	0.09531446	0.001260231	0.15392052	0.027641911	0.06281127	0.001825139	0	0	0.000601504	0.056512114	6.720345e-05	0.000322044	0.000145053
EHA01472_bin.21	0.005409229	0.001323718	0.006975299	0	0	0.006723206	0.007864973	0.004818712	0.002070108	0.003013587	0.003094821	0.002085696	0.00608173	0.003556294	0.001319372	0.004593146	0.004286047	0.00157851	0.000112258	0.005973818	0.005010855	0.3492272	0.99892735	0.004832651	0.000782211	0.003428898	0.00195755	0.002407333	0.004819761	0.004296239	0.00231306	0.002374509	0.001610434	0.00028162	0.19867164	0.000899865	0.008155285	0.004285448	0.004654146	0.000739646	0.05271462	0.006110356	0.004043995	0.002597827	0.002978816	0.006609299	0.001724641	0.001215657	0.00476011	0.000955469	0.000989192	0.002562306	0.004156103	0.003457824	0.004679625	0.002367915	0.007785537	0.001797631	0.002743508	0.004537392	0	0.003840761	0.097505815	0.002589434	0.00300999	0.00192068	0.001898199	0.004316922	0.004652498	0.003967558	0.002614763	0.003899663	0.002699594	0.001790287	0.002529783	0.002258055	0.001093956	0.005042929	0.004700609	0.00289998	0.003115654	0.003941329	0.005536775	0.002846024	0.005280335	0.005027791	0.006446532	0.001577011	0.002943744	0.006585917	0.004040998	0.00422145	0.005778377	0.004103796	0.001311578	0.004792034	0.002945093	0.007957446	0.006042612	0.003248445	0.000449483	0.00647336	0.002593631	0.000482905	0.004407148	0.021844048	0.000857749	0.027203368	0.004179934
EHA01472_bin.22	0.48302728	0.77992064	0.02489239	0.002663325	0	0.021025887	0.027709149	0.006799871	0.026518777	0.025847943	0.020059926	0.0214072	0.013276333	0.034771055	0.011976291	0.7435027	0.047460876	0.000157435	0.15801781	0.022345673	0.008441201	0.017719211	0.92078733	0.37430725	0.86971617	0.91773176	0.024672514	0.020257656	0.024952697	0.07965399	0.03201674	0.025680635	0.029740598	0.7826	0.012555333	0.009474671	0.0160061	0.018314796	0.023446653	0.01583479	0.6054524	0.026406705	0.025391113	0.5695217	0.33779562	0.025071707	0.03129067	0.40945002	0.45206243	0.017941488	0.12501697	0.025072508	0.03176164	0.62735033	0.8152107	0.013305418	0.022729922	0.25918734	0.5437234	0.026840318	4.0025927e-05	0.03481295	0.86864585	0.30116013	0.036032673	0.470564	0.017890254	0.008204781	0.018196853	0.018795108	0.013911144	0.8403857	0.004476233	0.01316346	0.003529753	0.7244127	0.86451864	0.041582666	0.75423574	0.9001065	0.023413299	0.025682501	0.019208709	0.7632704	0.017438762	0.8744966	0.88378686	0.9780033	0.01655419	0.017879581	0.003950559	0.82833815	0.08065411	0.838109	0.04335288	0.02115397	0.24148415	0.5140252	0.010958565	0.7815457	0.072069615	0.3482437	0.015389168	0.02122148	0.24256112	0.82695055	0.060076248	0.029226664	0.024915071
EHA01472_bin.23	0.024870224	0.14148504	0.072771855	0.005548041	0	0.2001225	0.0919569	0.090908945	0.18077433	0.09597319	0.1046619	0.06901306	0.003825174	0.26962894	0.113964744	0.026541514	0.12755457	0	0.008808255	0.046342693	0.03579358	0.001486968	0.010503134	0.017504157	0.21182872	0.12760775	0.03945922	0.09155747	0.05124181	0.07240521	0.13249606	0.008882224	0.00084724	0.2276632	0.13338529	0.04411884	0.103114955	0.077247955	0.39636227	0.30351374	0.066923544	0.03648169	0.122650646	0.022924652	0.17934734	0.001095134	0.80209297	0.011870952	0.023663938	0.001432991	0.2975511	0.12567256	0.23102976	0.43879104	0.011257613	0.034230247	0.14491038	0.1418245	0.12141717	0.12772289	6.477246e-05	0.24777985	0.31336597	0.0820767	0.09698796	0.004771571	0.009604716	5.99745e-05	0.052181814	0.19600146	0.1806148	0.1540465	0.06211159	0.16737363	0.00529255	0.25645417	0.16780385	0.020336952	0.07685492	0.12781405	0.13561994	0.13769946	0.026603488	0.14387323	0.20197292	0.17250066	0.27228582	0.014883271	0.011642249	0.16640845	0.006301321	0.05387429	0.32725084	0.046583794	0.042407967	0.026656266	0.009412798	0.09663611	0.026800605	0.08213948	0.009331232	0.07414647	0.15109135	0.10934631	0.11729133	0.001165904	0.027521499	0.19295235	0.036443304
EHA01472_bin.25	0.00475055	0.17914131	0.03749498	0.024207499	3.153817e-05	0.005243747	0.07895236	0.05511791	0.19703697	0.007087979	0.08770255	0.061611168	0.022908125	0.003832639	0.004661642	0.18624851	0.027883347	4.505453e-05	0.012659121	0.011070799	0.007286819	0.022423038	0.20264326	0.064811245	0.012394802	0.031129075	0.16529396	0.007195208	0.004927764	0.1835933	0.06362871	0.20930173	0.109784074	0.032237418	0.012430845	0.003822126	0.03336258	0.12808071	0.11276037	0.03828974	0.17349088	0.31823847	0.04455893	0.012694865	0.17245942	0.04914518	0.6301483	0.055122115	0.00935302	0.05145017	0.014969218	0.4663384	0.09569281	0.6286561	0.000580302	0.0964999	0.05735742	0.21282138	0.033103667	0.002681946	0	0.02981919	0.13907912	0.009459348	0.06384437	0.014883313	0.004504852	0.016502572	0.05453881	0.004365784	0.006822457	0.024137814	0.17807743	0.012389095	0.000968072	0.08102967	0.021541772	0.33457312	0.035763085	0.011617761	0.33705142	0.28892237	0.021873074	0.006678283	0.15047222	0.007967743	0.028025419	0.83083284	0.008630346	0.014135107	0.003317816	0.16453524	0.6406189	0.052338347	0.09135226	0.029829403	0.06458897	0.12879348	0.011465777	0.07541677	0.049213365	0.037582688	0.035326056	0.034573946	0.104400955	0.22408561	0.051445663	0.06812515	0.006074252
EHA01472_bin.26	0.000825786	0.7072189	0.001333673	0.001943136	0	0.00104634	0.001673674	0.001812873	0.001921975	0.000840364	0.000944763	0.001177074	0.000882218	0.004515958	0.000904791	0.000803684	0.000679533	7.336139e-05	4.937786e-05	0.001071735	0.5685865	0.99941826	0.99918175	0.000704928	0.000715274	0.000665896	0.001565043	0.000756187	0.001610659	0.95548517	0.001277711	0.5997003	0.002582697	0.001528833	0.00060194	0.001012481	0.001156383	0.000451455	0.002031076	0.001253257	0.001018595	0.002168394	0.000595356	0.000809797	0.04365238	0.0007623	0.74467695	0.6327712	0.001153091	0.94409484	0.30951878	0.000700225	0.000711982	0.00228596	0.5881905	0.001917742	0.000936769	0.60389787	0.4383635	0.000931596	0.000103458	0.0015072	0.000561497	0.76274973	0.001484158	0.000963574	0.000606642	0.000420417	0.000848829	0.001552346	0.000707279	0.9765074	0.000668247	0.000623572	0.07054921	0.000822964	0.001518487	0.001740452	0.000933006	0.001498265	0.000882688	0.001092897	0.001431488	0.000856353	0.000924542	0.001619124	0.002361673	0.1657121	0.0004966	0.00093865	0.000138728	0.63905865	0.001194944	0.96303666	0.9271963	0.000369629	0.000787224	0.001725874	0.00076183	0.001291819	0.104271464	0.000842245	0.001225982	0.000568081	0.00113381	0.79598993	0.9460944	0.001039757	0.000723738
EHA01472_bin.29	0.093178876	0.010981312	0.10424297	0.003673892	0	0.16380697	0.07659076	0.015941067	0.05668502	0.16034025	0.10745887	0.48910785	0.004863788	0.3809101	0.025995668	0.011918319	0.058999326	0	0.000704712	0.12643912	0.002970828	0.04621896	0.43170866	0.041744802	0.28818715	0.074341945	0.10148467	0.08594642	0.03243157	0.009313233	0.13076748	0.08041622	0.2040884	0.002612911	0.11729435	0.05717515	0.02781408	0.011818235	0.008207771	0.24422485	0.05017128	0.41365594	0.13718444	0.000689473	0.020734835	0.04176416	0.36003688	0.048494138	0.06768693	0.06220492	0.38683116	0.084407255	0.056334518	0.4799149	0.1435219	0.14306761	0.11539563	0.07377397	0.1974132	0.004106768	0	0.5829148	0.030340498	0.010270422	0.19917601	0.03820312	0.10382863	0.001418897	0.22555554	0.023079619	0.07083445	0.42820486	0.001733978	0.001198545	0.00416196	0.014943514	0.30711716	0.016405657	0.0365544	0.044709038	0.013723963	0.096225485	0.016469909	0.008337922	0.09165783	0.21662411	0.007145555	0.27346525	0.02918108	0.06927387	0.05746799	0.013044788	0.04313363	0.011532808	0.08890736	0.003276848	0.24190395	0.09553519	0.002810198	0.35304987	0.010803384	0.015317905	0.08773723	0.006898844	0.364149	0.31310248	0.011107345	0.012557955	0.31427056
EHA01472_bin.3	0.010237852	0.012690766	0.01572315	0.001694883	0	0.013168575	0.012394122	0.010954957	0.012789038	0.008309408	0.011230227	0.015961405	0.009527263	0.015398876	0.009945379	0.01008562	0.010086142	0.000624828	0.004137109	0.016006239	0.008859685	0.012284379	0.023089191	0.013308034	0.007057406	0.014727127	0.020643314	0.008472588	0.008220519	0.01472035	0.017846577	0.010047562	0.010935668	0.011557108	0.012426706	0.012744986	0.013231657	0.009553852	0.015960883	0.013944333	0.9178175	0.013182651	0.012919113	0.010776137	0.01398604	0.009189433	0.9865632	0.010818366	0.009865874	0.008491617	0.013365122	0.014887961	0.020346671	0.01452615	0.007959066	0.019013079	0.013282489	0.008991323	0.013773072	0.008274739	0.000290387	0.018237323	0.016839344	0.007521921	0.019210929	0.015256289	0.006570212	0.011844888	0.014653878	0.009563496	0.019796917	0.014124977	0.0105285	0.007176272	0.003790416	0.011442673	0.019907441	0.012790603	0.012783825	0.016775219	0.010129673	0.022029042	0.010986238	0.013774635	0.016866453	0.01534231	0.019992681	0.99919975	0.009779853	0.01121641	0.006040007	0.014065805	0.01207063	0.014637196	0.015461177	0.008546358	0.010930715	0.011304257	0.013712595	0.016662348	0.007057145	0.012978546	0.01127819	0.011307385	0.013968314	0.011948635	0.008074543	0.46640733	0.010616086
